pn,alias,direction,industry,rel_day,pub_date,provider,title,content,news_id,category,consensus_relevance,consensus_stance,consensus_status,rel_1,rel_2,rel_3,stance_1,stance_2,stance_3,conf_1,conf_2,conf_3,reason_1,reason_2,reason_3
14,공매도 금지 2차,+,금융/증권,6,2011-08-16,파이낸셜뉴스,변동성과의 한판승부,"우리투자증권 이주호 애널리스트는 16일 ""이번주에도 글로벌 주식시장의 변동성 축소 여부가 가장 중요한 포인트가 될 전망이다. 당연히 이에 따른 탄력적인 매매자세 역시 유지해 나갈 필요가 있을 것이다.""고 밝혔다.그는 ""최근 선진국을 중심으로 경기변동성이 확대되며 하반기 실적에 대한 의구심이 커지고 있어 이익모멘텀의 안정성이 상대적으로 높고, 실적개선 확률이",02100501.20160208231735126,"경제>증권_증시, 경제>부동산, 경제>자동차",1,neutral,unanimous,1,1,1,neutral,neutral,neutral,low,low,low,"변동성 매매 전략 보고, 공매도 금지 직접 무관","글로벌 시장 변동성 분석, 공매도 정책 미언급","변동성 시장 매매 분석, 공매도 금지 간접 시기"
36,약가인하,-,바이오/제약,-21,2012-03-11,파이낸셜뉴스,혁신형 제약기업 5월 선정,연구개발 투자를 많이 하는 제약회사에 보험약가 우대나 조세혜택 등을 주는 혁신형 제약기업 선정기준이 마련됐다. 정부는 오는 5월 말까지 대상기업을 선정할 계획이다. 보건복지부는 정부가 지원하는 혁신형 제약기업 선정요건과 절차 등을 규정한 '혁신형 제약기업 인증 등에 관한 규정' 제정안(고시)을 오는 21일까지 행정예고한다고 11일 밝혔다. 고시안이 확정되면,02100501.20160209061108106,,1,contradict,unanimous,1,1,1,contradict,contradict,contradict,low,medium,medium,혁신형 제약기업 지원 기사로 약가 우대 언급,약가인하 시기 보험약가 우대 등 호재성 정책 보도,약가인하 정책기 제약기업 보험약가 우대 호재성 다룸
36,약가인하,-,바이오/제약,1,2012-04-02,파이낸셜뉴스,[약가인하，그 이후] (1) 환자·제약사 현실 체감도는?,대한약사회가 약가인하가 시행되기 전 제약사를 상대로 보험약가인하 차액보상 정산 시스템에 대한 설명회를 가졌다. 약사회는 제약사와 도매업체가 약가인하 품목에 대한 약국 재고 확인 절차를 진행하지 않을 경우 시스템에 저장된 자료를 근거로 차액 정산을 추진할 방침이다.정부의 일괄 약가 인하 조치가 지난 1일 시작됐다. 건강보험에 등재된 6506개 의약품 가격은 ,02100501.20160209065200305,"사회>의료_건강, 경제>금융_재테크, 경제>유통",2,support,unanimous,2,2,2,support,support,support,high,high,high,약가인하 시행 후 환자·제약사 체감 보도,약가 일괄인하 시행 시작 정책 직접 다룸,약가인하 일괄 시행 6506개 의약품 가격 인하 악재
27,6·19 대책,-,부동산/건설,24,2017-07-13,파이낸셜뉴스,서울 재건축·재개발 신규분양 큰 장 선다,"7~9월까지 19곳 8751가구 … 작년比 8배 이상 
DTI 50% 등 규제강화에도 수요 여전히 많을듯 

 

 

 
 
 
 
 
 
 
 
 
 
 
 
 
 래미안 강남포레스트 조감도 
 
 
 
 
 
 '6.19 부동산 대책'으로 서울 전지역에서 분양권 전매가 금지된 가운데 오는 9월까지 서울에서 재건축.재개발 정비사업 물량이 대거 쏟아진다.",02100501.20170713181832001,"경제>부동산, 경제>자동차",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,medium,high,high,6·19 대책에도 신규분양 수요 여전,"6·19 대책 분양권 금지에도 수요 많음, 악재 약화","6·19 규제에도 재건축 분양 활황, 악재 효과 미흡"
28,8·2 대책,-,부동산/건설,27,2017-08-29,파이낸셜뉴스,8.2 부동산 대책에 주거 암흑기 시대 돌입.. 규제 피한지역+상가 ‘날개’,"단기 부동자금이 역대 최대치를 기록하고 있다. 지난 9일 한국은행에 따르면 6월말 기준 단기 부동자금은 1040조원에 달해 역대 최대수준을 기록했다. 지난 연말 1010조원과 비교하면 30조원 가량 늘어난 셈이다.
 

 
업계에서는 단기 부동자금이 꾸준히 증가할 것으로 예상하고 있다. 실제로 지난 17일 문재인 대통령 취임 100일 기자회견에서 부동산 추",02100501.20170829132626001,"경제>부동산, 경제>유통, 경제>증권_증시",2,support,majority_auto,2,2,2,neutral,support,support,medium,medium,medium,8·2 대책 주거 암흑기 규제 피한 지역 양면,8·2 대책 주거 암흑기 시대 부동산 위축 악재 톤,8·2 대책 주거 암흑기 부동산 시장 위축 악재 명확
15,공매도 금지 3차,+,금융/증권,2,2020-03-18,파이낸셜뉴스,'공매도 금지'에도 기관 공매도는 여전...'시장조성자' 예외 논란,"공매도금지, 시장조성자 예외논란 
개인 투자자들 ""특혜"" 불만 커져 
증권가 ""시장 급등락 우려, 허용해야""
 

 

 

 
 
 
 
 
 
 
 투자자별 공매도 거래 현황 
 
 
 (단위: 억원) 
 
 
 
 
 
 
 
 기관 
 개인 
 외국인 
 
 
 3월 13일 
 4498 
 72 
 5340 
 
 
 3월 16일 
 4408 
 0",02100501.20200318175234001,"경제>증권_증시, 경제>부동산",2,neutral,unanimous,2,2,2,neutral,neutral,neutral,medium,medium,medium,공매도 금지 시장조성자 예외 논란 양측 의견,공매도 금지에도 시장조성자 예외 논란 양면 보도,"공매도 금지 시장조성자 예외 양측 견해, 균형"
5,K반도체 벨트,+,반도체,29,2021-06-11,파이낸셜뉴스,510조 K반도체 예타 본격화.. 내년 첨단센서·AI 우선 추진,"테스트베드·패키징 플랫폼 등 
인프라 조성 관련 2개 사업과 
인력양성은 2023년부터 개시 

 

 

 
 
 
 
 
 
 510조원이 투입되는 'K-반도체 전략' 주요 5대 과제 중 '시장선도형 K-센서 기술개발'과 'PIM(메모리+프로세서 통합) 인공지능 반도체 기술개발'에 대한 대규모 예비타당성 조사가 내년 본격 개시된다. 나머지 '소부장 특화",02100501.20210611181538001,"경제>반도체, 경제>취업_창업",2,support,unanimous,2,2,2,support,support,support,high,high,high,"510조 K반도체 예타 본격화, 5대 과제 호재",K반도체 510조 예타 본격화 5대 과제 호재 직접,K반도체벨트 510조 예타 본격화 5대과제 명확한 호재
46,미국 IRA,+,2차전지/에너지,14,2022-08-30,파이낸셜뉴스,"""IRA 2025년까지 적용유예 美에 제안"" [美인플레감축법 대응 나선 정부]","외통위, IRA 대응방안 논의 
""현대차공장 완공때까지 미뤄달라"" 
韓전기차 지원 촉구 결의안 처리 
 
 
 이도훈 외교부 제2차관(가운데)이 30일 서울 중구 대한상공회의소에서 미국 인플레이션 감축법(IRA) 대응방안을 논의하기 위해 열린 긴급 통상추진위원회에서 발언하고 있다. 연합뉴스 이도훈 외교부 제2차관은 30일 미국 '인플레이션 감축법'(IRA)",02100501.20220830181815001,"정치>정치일반, 경제>무역",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,high,high,high,IRA에 한국 부담 우려 적용유예 요청 명시,IRA 적용유예 요청 등 한국 전기차 부담 명시 contradict,"IRA 적용유예 제안, 한국 전기차 부담으로 호재 정책 역행"
47,배터리 전략,+,2차전지/에너지,-9,2022-10-23,파이낸셜뉴스,"무역흑자 전환, 러-우戰 연말연초 끝나도 내년 2분기 이후 가능","<김홍재의 이슈인사이드> 
무역수지 적자 언제까지? 
 
 10월1~20일 무역수지(통관 기준) 적자가 49억5400만 달러를 기록하면서 7개월 연속 무역적자가 확실시 되고 있다. 이로써 올들어 이달 20일까지 누적 무역적자는 338억4300만 달러로 무역 통계를 작성하기 시작한 지난 1956년 이래 최대 규모를 기록했다. 사진은 23알 부산항 신선대·감만",02100501.20221023151017001,"경제>무역, 경제>반도체, 경제>자동차",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,low,low,"무역적자 보도, 배터리 전략 약함","무역수지 적자 흐름 보도, 배터리 전략 직접 약함",무역수지 7개월 적자 보도로 배터리 전략 직접 다루지 않음
48,첨단전략산업법,+,2차전지/에너지,8,2024-04-17,파이낸셜뉴스,"정부, '글로벌 4대 방산강국' 도약 위해 올해 첨단 방산 R&D에 4000억 투자한다","국방부·산업부 공동 주재, 제11회 방위산업발전협의회 
'방산 4대강국' 도약, 범정부 총력지원…산업부·국방부 협력 
우주·AI·유무인복합·반도체 등서 60개의 핵심 기술 도출 
방산 생태계 경쟁력 강화 등 방산 수출 뒷받침 방안 제시 
 
[파이낸셜뉴스] 
 K-9 자주포. 사진=육군 제공 정부가 '글로벌 방산 4대 강국' 도약을 위해 올해에만 첨단 방산",02100501.20240417163744001,"경제>무역, IT_과학>과학, 경제>반도체",1,support,needs_review_low,1,1,1,neutral,support,support,low,medium,medium,방산 R&D 4000억 투자 발표로 첨단전략산업법 직접 언급 약함,방산 4대강국 R&D 투자로 첨단전략산업 정책 흐름 일치,첨단 방산 R&D 4000억 투자로 첨단전략산업 호재 흐름
49,IRA 축소,-,2차전지/에너지,-24,2025-04-07,파이낸셜뉴스,"LG엔솔, 1분기 영업익 3747억원…기대치 웃돌아","물량 출하 견조하고 환율 효과도 긍정 영향 
AMPC 금액 4577억원 제외하면 830억원 적자 
IRA 폐지 또는 축소 시 타격 우려도 
 
 김동명 LG에너지솔루션 대표이사 사장이 지난 3월 20일 서울 여의도 LG트윈타워에서 열린 정기주주총회에서 발표를 하고 있다. LG에너지솔루션 제공 
[파이낸셜뉴스] LG에너지솔루션이 미국 인플레이션 감축법(IRA",02100501.20250407113339001,"경제>유통, 경제>자동차, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,high,high,high,LG엔솔 IRA 폐지·축소 시 타격 우려 악재,IRA 축소시 LG엔솔 AMPC 타격 우려 직접,LG엔솔 IRA 축소 폐지시 타격 우려 악재 명확
49,IRA 축소,-,2차전지/에너지,22,2025-05-23,파이낸셜뉴스,美 IRA 세액공제 축소 추진에 태양광株 급락...전망은,"한화큐셀의 미국 텍사스주 태양광 발전소 자료사진(한화큐셀 제공) /사진=뉴스1 '' 
[파이낸셜뉴스] 미국의 인플레이션감출법(IRA) 세액 공제 조기 폐지 추진에 태양광 관련주가 급락하고 있다. 올해 실적이 개선될 것이라는 전망이 나오면서도 중장기적인 측면에서 보수적인 접근을 해야한다는 조언이 나온다. 
 
23일 한국거래소에 따르면 한화솔루션은 오후 1시",02100501.20250523144940002,"경제>국제경제, 경제>증권_증시, 경제>금융_재테크",2,support,unanimous,2,2,2,support,support,support,high,high,high,IRA 세액공제 축소 태양광주 급락 악재,IRA 축소 추진 한화솔루션 등 태양광주 급락 악재,IRA 세액공제 축소로 태양광주 급락 한국 타격 명확
11,5개 은행 퇴출,-,금융/증권,11,1998-07-10,한국경제,[인터뷰] 자딘플레밍증권 스티븐 마빈 이사,"""당분간 외국인투자자들의 매수세를 기대하기 어렵습니다""
 최근 아팔루사펀드 타이거펀드 피델리티펀드 등 미국 투자자들을 만나고 돌아온 ‘족집게’ 스티븐 마빈 자딘플레밍 증권 이사는 외국인들의 반응을 이같이 전했다.
 그는 ""그렇다고 외국인들이 한국증시에 대해 비관적인 전망을 내놓고 있는 것은 아니다. 다만 연초에 가졌던 기대감이 회의적인 시각으로 많이 바뀌었",02100601.19980710161307005,"경제>증권_증시, 경제>외환",1,support,needs_review_low,1,1,1,neutral,support,support,low,low,medium,"외국인 매수세 분석 인터뷰, 은행퇴출 직접 약함","외국인 비관 시각 인터뷰, 5개은행 퇴출 시기 맥락","외국인 한국증시 회의적 시각, 은행퇴출 후 악재 톤"
21,주택활성화,+,부동산/건설,-27,1998-04-25,한국경제,['국민의 정부' 김대통령 취임 두달] '정책평가',"""국민의 정부""가 출범한지 25일로 2개월을 맞는다.사상 첫 여야정권교체를 이룬 새정부는 국제통화기금(IMF) 체제이후 급박한외환위기를 벗어나는데 총력을 기울였다.
그러나 경제정책결정과정이 바뀌면서 적지않은 시행착오를 드러냈다.
본격적인 구조조정에는 손을 대지 못한채 산적한 과제들만 안고 있다.
새 정부는 2백20억달러에 이르는 단기외채를 중장기채로 전환하",02100601.20160116180235617,"경제>경제일반, 정치>정치일반",1,neutral,needs_review_low,0,1,1,neutral,neutral,neutral,medium,low,low,"정부 출범 2개월 정책 평가, 부동산 직접성 약함","DJ정부 정책평가 일반론, 주택활성화 미명시","외환위기 직후 정책 평가, 부동산 간접 맥락"
21,주택활성화,+,부동산/건설,-15,1998-05-07,한국경제,[정부-IMF 2분기 경제프로그램 합의] 합의내용,"정부와 국제통화기금(IMF)은 지난달 중순부터 2주동안 서울에서 분기별협의를 거쳐 경제성장률 하향조정과 구조조정 일정단축 등을 골자로 한 2.4분기 IMF 프로그램에 합의했다.다음은 주요내용.98년 거시경제지표
경제성장률은 지난 2월의 1%에서 마이너스 1%로 하향조정한다.
특히 실물경제 추세등을 감안해 추가로 낮출 수 있도록 한다.
물가상승률은 연말까지 ",02100601.20160116182335750,"경제>국제경제, 경제>금융_재테크, 경제>산업_기업",1,neutral,unanimous,1,1,1,neutral,neutral,neutral,low,medium,low,"IMF 합의 거시지표 보도, 주택활성화 직접성 약함","IMF 프로그램 합의 보도, 부동산 정책 미직접","IMF 거시 합의로 부동산 간접 영향, 사실 전달"
